time usec,eci.quat.w,eci.quat.x,eci.quat.y,eci.quat.z,orb.quat.w,orb.quat.x,orb.quat.y,orb.quat.z,latitude deg,longitude deg,altitude m
1729761833490936,0.7237387895584106,-0.5837627649307251,0.2926460802555084,0.22311756014823914,0.7160283923149109,-0.005783159285783768,0.6980375647544861,-0.0036661492194980383,44.236656188964844,2.8351471424102783,535998.25
1729761834111969,0.7228947281837463,-0.5862751007080078,0.29203492403030396,0.220046266913414,0.7144985198974609,-0.008822556585073471,0.6995661854743958,-0.004597631748765707,44.198211669921875,2.822553873062134,535997.9375
1729761835352875,0.7198455929756165,-0.5937933325767517,0.29091396927833557,0.21118910610675812,0.7095302939414978,-0.017799437046051025,0.7044163942337036,-0.006895419210195541,44.12126159667969,2.7973861694335938,535997.3125
1729761836590302,0.7181270718574524,-0.5984998345375061,0.2898005545139313,0.2052001804113388,0.7064387798309326,-0.02355792187154293,0.7073286771774292,-0.008687082678079605,44.044471740722656,2.772324323654175,535996.6875
1729761837211060,0.7181509733200073,-0.5990886092185974,0.2894812822341919,0.2038445770740509,0.7059404850006104,-0.024316100403666496,0.7077918648719788,-0.009351303800940514,44.006019592285156,2.7597947120666504,535996.375
1729761838453339,0.7192152738571167,-0.5981804132461548,0.2889346480369568,0.20353467762470245,0.7064774036407471,-0.02330106869339943,0.7072797417640686,-0.01010420173406601,43.928977966308594,2.734729766845703,535995.75
1729761839072876,0.7199224829673767,-0.5971862077713013,0.28862428665161133,0.20439255237579346,0.7073177099227905,-0.022080540657043457,0.7064798474311829,-0.010015636682510376,43.89054489135742,2.722245216369629,535995.4375
1729761839691559,0.7202587127685547,-0.5965877771377563,0.2886228859424591,0.20495672523975372,0.7077338695526123,-0.021153751760721207,0.706095278263092,-0.009733607992529869,43.85215759277344,2.709789276123047,535995.125
1729761840219757,0.7193931937217712,-0.5985888838768005,0.2883252799510956,0.20256681740283966,0.7063654065132141,-0.023485276848077774,0.7073834538459778,-0.01024769339710474,43.81801986694336,2.6987228393554688,535994.875
1729761840823151,0.7186815738677979,-0.6004271507263184,0.2877844274044037,0.200409933924675,0.7052717208862305,-0.025717314332723618,0.7083885073661804,-0.01077902689576149,43.782012939453125,2.687060832977295,535994.625
1729761842686554,0.718127429485321,-0.6025006175041199,0.2867271304130554,0.1976703405380249,0.7041965126991272,-0.028046824038028717,0.7093595862388611,-0.011385402642190456,43.66646957397461,2.6497182846069336,535993.75
1729761843306305,0.7174756526947021,-0.6041647791862488,0.2860420346260071,0.1959426999092102,0.703391969203949,-0.03007909096777439,0.7100688815116882,-0.011711654253304005,43.62800979614258,2.6373131275177,535993.4375
